accession	strain	virus	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url	genbank_accession_rev	updated	ambiguous_strain_names	notes
KY559004	ZIKV/Homo_sapiens/Brazil/2016/ZBRE69	zika	2016-04-16	South America	Brazil	Bahia	Feira de Santana	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559004	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559004.1	2017-05-23	"Brazil/2016/ZBRE69,ZIKV/Homo_sapiens/Brazil/2016/ZBRE69"	
KY559005	ZIKV/Homo_sapiens/Brazil/2016/ZBRX1	zika	2016-04-18	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559005	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559005.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX1,Brazil/2016/ZBRX1"	
KY559017	ZIKV/Homo_sapiens/Brazil/2016/ZBRX100	zika	2016-05-19	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559017	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559017.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX100,Brazil/2016/ZBRX100"	
KY559018	ZIKV/Homo_sapiens/Brazil/2016/ZBRX102	zika	2016-02-25	South America	Brazil	Tocantins	Porto Nacional	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559018	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559018.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX102,Brazil/2016/ZBRX102"	
KY559019	ZIKV/Homo_sapiens/Brazil/2016/ZBRX103	zika	2016-05-24	South America	Brazil	Tocantins	Araguaina	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559019	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559019.1	2017-05-23	"Brazil/2016/ZBRX103,ZIKV/Homo_sapiens/Brazil/2016/ZBRX103"	
KY559020	ZIKV/Homo_sapiens/Brazil/2016/ZBRX106	zika	2016-03-07	South America	Brazil	Tocantins	Palmas	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559020	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559020.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX106,Brazil/2016/ZBRX106"	
KY559011	ZIKV/Homo_sapiens/Brazil/2016/ZBRX11	zika	2016-04-19	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559011	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559011.1	2017-05-23	"Brazil/2016/ZBRX11,ZIKV/Homo_sapiens/Brazil/2016/ZBRX11"	dropped large indel
KY559012	ZIKV/Homo_sapiens/Brazil/2016/ZBRX12	zika	2016-04-19	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559012	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559012.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX12,Brazil/2016/ZBRX12"	
KY559021	ZIKV/Homo_sapiens/Brazil/2016/ZBRX127	zika	2016-03-10	South America	Brazil	Tocantins	Palmas	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559021	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559021.1	2017-05-23	"Brazil/2016/ZBRX127,ZIKV/Homo_sapiens/Brazil/2016/ZBRX127"	
KY559022	ZIKV/Homo_sapiens/Brazil/2016/ZBRX128	zika	2016-03-13	South America	Brazil	Tocantins	Palmas	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559022	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559022.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX128,Brazil/2016/ZBRX128"	
KY559013	ZIKV/Homo_sapiens/Brazil/2016/ZBRX13	zika	2016-04-24	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559013	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559013.1	2017-05-23	"Brazil/2016/ZBRX13,ZIKV/Homo_sapiens/Brazil/2016/ZBRX13"	
KY559023	ZIKV/Homo_sapiens/Brazil/2016/ZBRX130	zika	2016-03-22	South America	Brazil	Tocantins	Palmas	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559023	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559023.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX130,Brazil/2016/ZBRX130"	
KY559024	ZIKV/Homo_sapiens/Brazil/2016/ZBRX137	zika	2016-03-03	South America	Brazil	Tocantins	Palmas	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559024	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559024.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX137,Brazil/2016/ZBRX137"	
KY559014	ZIKV/Homo_sapiens/Brazil/2016/ZBRX14	zika	2016-04-24	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559014	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559014.1	2017-05-23	"Brazil/2016/ZBRX14,ZIKV/Homo_sapiens/Brazil/2016/ZBRX14"	
KY559015	ZIKV/Homo_sapiens/Brazil/2016/ZBRX15	zika	2016-04-24	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559015	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559015.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX15,Brazil/2016/ZBRX15"	
KY559016	ZIKV/Homo_sapiens/Brazil/2016/ZBRX16	zika	2016-04-25	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559016	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559016.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX16,Brazil/2016/ZBRX16"	
KY559006	ZIKV/Homo_sapiens/Brazil/2016/ZBRX2	zika	2016-04-18	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559006	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559006.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX2,Brazil/2016/ZBRX2"	
KY559007	ZIKV/Homo_sapiens/Brazil/2016/ZBRX4	zika	2016-04-18	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559007	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559007.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX4,Brazil/2016/ZBRX4"	
KY559008	ZIKV/Homo_sapiens/Brazil/2016/ZBRX6	zika	2016-04-19	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559008	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559008.1	2017-05-23	"Brazil/2016/ZBRX6,ZIKV/Homo_sapiens/Brazil/2016/ZBRX6"	
KY559009	ZIKV/Homo_sapiens/Brazil/2016/ZBRX7	zika	2016-04-19	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559009	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559009.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRX7,Brazil/2016/ZBRX7"	
KY559010	ZIKV/Homo_sapiens/Brazil/2016/ZBRX8	zika	2016-04-19	South America	Brazil	Sao Paulo	Ribeirao Preto	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559010	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559010.1	2017-05-23	"Brazil/2016/ZBRX8,ZIKV/Homo_sapiens/Brazil/2016/ZBRX8"	dropped large indel
KY559025	ZIKV/Homo_sapiens/Brazil/2016/ZBRY1	zika	2016-01-15	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559025	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559025.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRY1,Brazil/2016/ZBRY1"	
KY559030	ZIKV/Homo_sapiens/Brazil/2016/ZBRY10	zika	2016-01-XX	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559030	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559030.1	2017-05-23	"Brazil/2016/ZBRY10,ZIKV/Homo_sapiens/Brazil/2016/ZBRY10"	
KY559029	ZIKV/Homo_sapiens/Brazil/2016/ZBRY11	zika	2016-01-XX	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559029	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559029.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRY11,Brazil/2016/ZBRY11"	
KY559028	ZIKV/Homo_sapiens/Brazil/2016/ZBRY12	zika	2016-01-XX	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559028	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559028.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRY12,Brazil/2016/ZBRY12"	
KY559026	ZIKV/Homo_sapiens/Brazil/2016/ZBRY4	zika	2016-01-15	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559026	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559026.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRY4,Brazil/2016/ZBRY4"	
KY559027	ZIKV/Homo_sapiens/Brazil/2016/ZBRY6	zika	2016-02-16	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559027	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559027.1	2017-05-23	"ZIKV/Homo_sapiens/Brazil/2016/ZBRY6,Brazil/2016/ZBRY6"	
KY559031	ZIKV/Homo_sapiens/Brazil/2016/ZBRY8	zika	2016-01-XX	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Faria et al	https://www.ncbi.nlm.nih.gov/nuccore/KY559031	Epidemic establishment and cryptic transmission of Zika virus in Brazil and the Americas	Unpublished		KY559031.1	2017-05-23	"Brazil/2016/ZBRY8,ZIKV/Homo_sapiens/Brazil/2016/ZBRY8"	
MF036115	Zika_virus/Homo_sapiens/ZIKV_CCMU01/2016	zika	2016-11-02	China	China	China	China	genbank	genome	Wu et al	https://www.ncbi.nlm.nih.gov/nuccore/MF036115	Zika virus infection associated with severe liver dysfunction and coagulation disorder	Unpublished		MF036115.1	2017-05-13	"_CCMU01/2016,Zika_virus/Homo_sapiens/ZIKV_CCMU01/2016"	
KX986761	CX17	zika	2016-02-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Wallau et al	https://www.ncbi.nlm.nih.gov/nuccore/KX986761	Zika virus replication in the mosquito Culex quinquefasciatus in Brazil	Unpublished		KX986761.2	2017-05-12		dropped large indel
KX986760	CX5	zika	2016-02-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Wallau et al	https://www.ncbi.nlm.nih.gov/nuccore/KX986760	Zika virus replication in the mosquito Culex quinquefasciatus in Brazil	Unpublished		KX986760.2	2017-05-12		
KY989971	FLA	zika	2015-12-XX	South America	Colombia	Colombia	Colombia	genbank	genome	Kneubehl et al	https://www.ncbi.nlm.nih.gov/nuccore/KY989971	Direct Submission	" Houston,Submitted (26-APR-2017) Molecular Virology and Microbiology, Baylor College of Medicine, TX 77030, USA, One Baylor Plaza"		KY989971.1	2017-05-06		
KX051560	SK364/13AS	zika	2013-07-09	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Melendez et al	https://www.ncbi.nlm.nih.gov/nuccore/KX051560	Genetic characterization of Zika virus isolates from Thailand and the Philippines 2012-2015	Unpublished		KX051560.1	2017-04-30		
KX051561	SK403/13AS	zika	2013-09-21	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Melendez et al	https://www.ncbi.nlm.nih.gov/nuccore/KX051561	Genetic characterization of Zika virus isolates from Thailand and the Philippines 2012-2015	Unpublished		KX051561.1	2017-04-30		
KX051562	SV0010/15	zika	2015-01-16	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Melendez et al	https://www.ncbi.nlm.nih.gov/nuccore/KX051562	Genetic characterization of Zika virus isolates from Thailand and the Philippines 2012-2015	Unpublished		KX051562.1	2017-04-30		
KY967711	SY01_2016	zika	2016-11-01	China	China	China	China	genbank	genome	Wu et al	https://www.ncbi.nlm.nih.gov/nuccore/KY967711	Zika virus infection induces coagulation disorder and liver dysfunction	Unpublished		KY967711.1	2017-04-30		
KY927808	ZZ_1	zika	2016-09-XX	China	China	China	Henan	genbank	genome	Liu et al	https://www.ncbi.nlm.nih.gov/nuccore/KY927808	"Complete genome sequence of Zika virus isolated in Henan province, China"	Unpublished		KY927808.1	2017-04-23	"HNZZ_2016,ZZ_1"	dropped duplicate of other strain in dataset
KY648934	ZIKV/Aedes_aegypti/MEX/MEX_I_44/2016	zika	2016-XX-XX	North America	Mexico	Mexico	Chiapas	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY648934	Direct Submission	" Rockville, 9704 Medical Center Drive, MD 20850, USA,Submitted (22-FEB-2017) J. Craig Venter Institute"		KY648934.1	2017-04-11	"ZIKV/Aedes_aegypti/MEX/MEX_I_44/2016,Aedes_aegypti/MEX/MEX_I_44/2016"	
KU997667	ZJ01	zika	2016-02-16	China	China	China	China	genbank	genome	Tong et al	https://www.ncbi.nlm.nih.gov/nuccore/KU997667	A case cluster with of Zika virus infection that was imported to China in 2016	Unpublished		KU997667.1	2017-03-31		
KX013000	ZJ04	zika	2016-02-17	China	China	China	China	genbank	genome	Tong et al	https://www.ncbi.nlm.nih.gov/nuccore/KX013000	A case cluster with of Zika virus infection that was imported to China in 2016	Unpublished		KX013000.1	2017-03-31		
KX806557	TS17_2016	zika	2016-02-XX	Oceania	Australia	Australia	Australia	genbank	genome	Pyke et al	https://www.ncbi.nlm.nih.gov/nuccore/KX806557	"Isolation of Zika virus from a viremic patient from Australia with travel to Tonga, 2016"	Unpublished		KX806557.3	2017-03-28		
KY765321	ZIKV/Homo_sapiens/NIC/4886_12A1_SP/2016	zika	2016-07-10	North America	Nicaragua	Nicaragua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765321	Direct Submission	" Rockville,Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, MD 20850, USA"		KY765321.1	2017-03-25	"NIC/4886_12A1/2016,ZIKV/Homo_sapiens/NIC/4886_12A1_SP/2016"	
KY765318	ZIKV/Homo_sapiens/NIC/4886_12A1/2016	zika	2016-07-10	North America	Nicaragua	Managua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765318	Direct Submission	Unpublished		KY765318.1	2017-03-25		
KY765327	ZIKV/Homo_sapiens/NIC/5005_13A1_SP/2016	zika	2016-04-22	North America	Nicaragua	Nicaragua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765327	Direct Submission	" Rockville,Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, MD 20850, USA"		KY765327.1	2017-03-25	"ZIKV/Homo_sapiens/NIC/5005_13A1_SP/2016,NIC/5005_13A1/2016"	
KY765325	ZIKV/Homo_sapiens/NIC/5005_13A1/2016	zika	2016-04-22	North America	Nicaragua	Managua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765325	Direct Submission	Unpublished		KY765325.1	2017-03-25		
KY765326	ZIKV/Homo_sapiens/NIC/6188_13A1_SP/2016	zika	2016-06-30	North America	Nicaragua	Nicaragua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765326	Direct Submission	" Rockville,Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, MD 20850, USA"		KY765326.1	2017-03-25	"ZIKV/Homo_sapiens/NIC/6188_13A1_SP/2016,NIC/6188_13A1/2016"	
KY765323	ZIKV/Homo_sapiens/NIC/6188_13A1/2016	zika	2016-06-30	North America	Nicaragua	Managua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765323	Direct Submission	Unpublished		KY765323.1	2017-03-25		
KY765320	ZIKV/Homo_sapiens/NIC/6406_13A1_SP/2016	zika	2016-05-29	North America	Nicaragua	Nicaragua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765320	Direct Submission	" Rockville,Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, MD 20850, USA"		KY765320.1	2017-03-25	"NIC/6406_13A1/2016,ZIKV/Homo_sapiens/NIC/6406_13A1_SP/2016"	
KY765319	ZIKV/Homo_sapiens/NIC/6406_13A1/2016	zika	2016-05-29	North America	Nicaragua	Managua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765319	Direct Submission	Unpublished		KY765319.1	2017-03-25		
KY765322	ZIKV/Homo_sapiens/NIC/7252_12A1_SP/2016	zika	2016-06-29	North America	Nicaragua	Managua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765322	Direct Submission	Unpublished		KY765322.1	2017-03-25		
KY765317	ZIKV/Homo_sapiens/NIC/7252_12A1/2016	zika	2016-06-29	North America	Nicaragua	Nicaragua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765317	Direct Submission	" Rockville,Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, MD 20850, USA"		KY765317.1	2017-03-25	"NIC/7252_12A1/2016,ZIKV/Homo_sapiens/NIC/7252_12A1/2016"	
KY765324	ZIKV/Homo_sapiens/NIC/8610_13A1/2016	zika	2016-07-07	North America	Nicaragua	Nicaragua	Managua	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KY765324	Direct Submission	" Rockville,Submitted (13-MAR-2017) J. Craig Venter Institute, 9704 Medical Center Drive, MD 20850, USA"		KY765324.1	2017-03-25	"NIC/8610_13A1/2016,ZIKV/Homo_sapiens/NIC/8610_13A1/2016"	
KU926310	Rio_S1	zika	2016-01-29	South America	Brazil	Brazil	Brazil	genbank	genome	Bonaldo et al	https://www.ncbi.nlm.nih.gov/nuccore/KU926310	Isolation of Infective Zika Virus from Urine and Saliva of Patients in Brazil	" E0004816 (2016),PLoS Negl Trop Dis 10 (6)"	https://www.ncbi.nlm.nih.gov/pubmed/27341420	KU926310.2	2017-03-24		
KU926309	Rio_U1	zika	2016-01-14	South America	Brazil	Brazil	Brazil	genbank	genome	Bonaldo et al	https://www.ncbi.nlm.nih.gov/nuccore/KU926309	Isolation of Infective Zika Virus from Urine and Saliva of Patients in Brazil	" E0004816 (2016),PLoS Negl Trop Dis 10 (6)"	https://www.ncbi.nlm.nih.gov/pubmed/27341420	KU926309.2	2017-03-24		
KY631493	MEX_ENCB165	zika	2015-10-15	North America	Mexico	Chiapas	Tapachula	genbank	genome	Sevilla-Reyes et al	https://www.ncbi.nlm.nih.gov/nuccore/KY631493	Comparative analysis between the genomes of intra-host and cell cultured Zika virus obtained from a Mexican symptomatic patient	Unpublished		KY631493.1	2017-03-11		
KY631494	MEX_ENCB165P4	zika	2015-10-15	North America	Mexico	Chiapas	Tapachula	genbank	genome	Sevilla-Reyes et al	https://www.ncbi.nlm.nih.gov/nuccore/KY631494	Comparative analysis between the genomes of intra-host and cell cultured Zika virus obtained from a Mexican symptomatic patient	Unpublished		KY631494.1	2017-03-11	"MEX_ENCB165P4,ENCB165P4"	
KY693676	FHT1166/HON/2016	zika	2016-08-26	North America	Honduras	Honduras	Honduras	genbank	genome	Leguia et al	https://www.ncbi.nlm.nih.gov/nuccore/KY693676	Full-genome amplification and sequencing of Zika viruses using a targeted amplification approach	Unpublished		KY693676.1	2017-03-10		
KY693677	FHT1175/HON/2016	zika	2016-08-26	North America	Honduras	Honduras	Honduras	genbank	genome	Leguia et al	https://www.ncbi.nlm.nih.gov/nuccore/KY693677	Full-genome amplification and sequencing of Zika viruses using a targeted amplification approach	Unpublished		KY693677.1	2017-03-10		
